"YYBM","PSDBM","PSDBH","YPBM","SCPH","CRKSL","PSDMXBH"
"455848964","45584896401","P2016101900000002","102565","1","1","P2016101900000002-0404"
"455848964","45584896401","P2016101900000002","101129","1","1","P2016101900000002-0124"
"455848964","45584896401","P2016101900000002","109461","1","1","P2016101900000002-0225"
"455848964","45584896401","P2016101900000002","106223","1","1","P2016101900000002-0458"
"455848964","45584896401","P2016101900000002","107291","1","1","P2016101900000002-0420"
"455848964","45584896401","P2016101900000002","113241","1","1","P2016101900000002-0426"
"455848964","45584896401","P2016101900000002","108225","1","1","P2016101900000002-0185"
"455848964","45584896401","P2016101900000002","110361","1","1","P2016101900000002-0131"
"455848964","45584896401","P2016101900000002","113799","1","1","P2016101900000002-0320"
"455848964","45584896401","P2016101900000002","101245","1","1","P2016101900000002-0429"
"455848964","45584896401","P2016101900000002","105927","1","1","P2016101900000002-0175"
"455848964","45584896401","P2016101900000002","116315","1","1","P2016101900000002-0197"
"455848964","45584896401","P2016101900000002","106065","1","1","P2016101900000002-0305"
"455848964","45584896401","P2016101900000002","109565","1","1","P2016101900000002-0309"
"455848964","45584896401","P2016101900000002","112959","1","1","P2016101900000002-0213"
"455848964","45584896401","P2016101900000002","103487","1","1","P2016101900000002-0017"
"455848964","45584896401","P2016101900000002","100007","1","1","P2016101900000002-0383"
"455848964","45584896401","P2016101900000002","108557","1","1","P2016101900000002-0364"
"455848964","45584896401","P2016101900000002","108517","1","1","P2016101900000002-0430"
"455848964","45584896401","P2016101900000002","111073","1","1","P2016101900000002-0050"
"455848964","45584896401","P2016101900000002","110377","1","1","P2016101900000002-0066"
"455848964","45584896401","P2016101900000002","108171","1","1","P2016101900000002-0239"
"455848964","45584896401","P2016101900000002","115323","1","1","P2016101900000002-0247"
"455848964","45584896401","P2016101900000002","104483","1","1","P2016101900000002-0053"
"455848964","45584896401","P2016101900000002","108117","1","1","P2016101900000002-0354"
"455848964","45584896401","P2016101900000002","113809","1","1","P2016101900000002-0417"
"455848964","45584896401","P2016101900000002","104531","1","1","P2016101900000002-0179"
"455848964","45584896401","P2016101900000002","105607","1","1","P2016101900000002-0127"
"455848964","45584896401","P2016101900000002","113823","1","1","P2016101900000002-0080"
"455848964","45584896401","P2016101900000002","109571","1","1","P2016101900000002-0206"
"455848964","45584896401","P2016101900000002","114371","1","1","P2016101900000002-0034"
"455848964","45584896401","P2016101900000002","118041","1","1","P2016101900000002-0055"
"455848964","45584896401","P2016101900000002","109457","1","1","P2016101900000002-0231"
"455848964","45584896401","P2016101900000002","109921","1","1","P2016101900000002-0177"
"455848964","45584896401","P2016101900000002","101443","1","1","P2016101900000002-0298"
"455848964","45584896401","P2016101900000002","100883","1","1","P2016101900000002-0116"
"455848964","45584896401","P2016101900000002","100933","1","1","P2016101900000002-0497"
"455848964","45584896401","P2016101900000002","101117","1","1","P2016101900000002-0238"
"455848964","45584896401","P2016101900000002","105343","1","1","P2016101900000002-0376"
"455848964","45584896401","P2016101900000002","108507","1","1","P2016101900000002-0281"
"455848964","45584896401","P2016101900000002","114757","1","1","P2016101900000002-0098"
"455848964","45584896401","P2016101900000002","114709","1","1","P2016101900000002-0346"
"455848964","45584896401","P2016101900000002","108219","1","1","P2016101900000002-0089"
"455848964","45584896401","P2016101900000002","101449","1","1","P2016101900000002-0015"
"455848964","45584896401","P2016101900000002","114317","1","1","P2016101900000002-0325"
"455848964","45584896401","P2016101900000002","110378","1","1","P2016101900000002-0307"
"455848964","45584896401","P2016101900000002","101639","1","1","P2016101900000002-0478"
"455848964","45584896401","P2016101900000002","108137","1","1","P2016101900000002-0013"
"455848964","45584896401","P2016101900000002","102575","1","1","P2016101900000002-0042"
"455848964","45584896401","P2016101900000002","114577","1","1","P2016101900000002-0380"
"455848964","45584896401","P2016101900000002","107265","1","1","P2016101900000002-0122"
"455848964","45584896401","P2016101900000002","106327","1","1","P2016101900000002-0174"
"455848964","45584896401","P2016101900000002","108521","1","1","P2016101900000002-0334"
"455848964","45584896401","P2016101900000002","116369","1","1","P2016101900000002-0129"
"455848964","45584896401","P2016101900000002","114141","1","1","P2016101900000002-0021"
"455848964","45584896401","P2016101900000002","113237","1","1","P2016101900000002-0154"
"455848964","45584896401","P2016101900000002","101127","1","1","P2016101900000002-0200"
"455848964","45584896401","P2016101900000002","108529","1","1","P2016101900000002-0176"
"455848964","45584896401","P2016101900000002","111043","1","1","P2016101900000002-0337"
"455848964","45584896401","P2016101900000002","106221","1","1","P2016101900000002-0403"
"455848964","45584896401","P2016101900000002","115515","1","1","P2016101900000002-0033"
"455848964","45584896401","P2016101900000002","106219","1","1","P2016101900000002-0014"
"455848964","45584896401","P2016101900000002","104545","1","1","P2016101900000002-0162"
"455848964","45584896401","P2016101900000002","105367","1","1","P2016101900000002-0178"
"455848964","45584896401","P2016101900000002","117589","1","1","P2016101900000002-0375"
"455848964","45584896401","P2016101900000002","109575","1","1","P2016101900000002-0244"
"455848964","45584896401","P2016101900000002","115359","1","1","P2016101900000002-0132"
"455848964","45584896401","P2016101900000002","114339","1","1","P2016101900000002-0271"
"455848964","45584896401","P2016101900000002","114365","1","1","P2016101900000002-0280"
"455848964","45584896401","P2016101900000002","101123","1","1","P2016101900000002-0270"
"455848964","45584896401","P2016101900000002","114183","1","1","P2016101900000002-0349"
"455848964","45584896401","P2016101900000002","104527","1","1","P2016101900000002-0100"
"455848964","45584896401","P2016101900000002","116289","1","1","P2016101900000002-0097"
"455848964","45584896401","P2016101900000002","103481","1","1","P2016101900000002-0087"
"455848964","45584896401","P2016101900000002","111733","1","1","P2016101900000002-0413"
"455848964","45584896401","P2016101900000002","117587","1","1","P2016101900000002-0057"
"455848964","45584896401","P2016101900000002","114191","1","1","P2016101900000002-0173"
"455848964","45584896401","P2016101900000002","108511","1","1","P2016101900000002-0253"
"455848964","45584896401","P2016101900000002","100961","1","1","P2016101900000002-0263"
"455848964","45584896401","P2016101900000002","113795","1","1","P2016101900000002-0254"
"455848964","45584896401","P2016101900000002","111475","1","1","P2016101900000002-0198"
"455848964","45584896401","P2016101900000002","108541","1","1","P2016101900000002-0209"
"455848964","45584896401","P2016101900000002","115349","1","1","P2016101900000002-0171"
"455848964","45584896401","P2016101900000002","104529","1","1","P2016101900000002-0500"
"455848964","45584896401","P2016101900000002","106321","1","1","P2016101900000002-0276"
"455848964","45584896401","P2016101900000002","111039","1","1","P2016101900000002-0495"
"455848964","45584896401","P2016101900000002","109389","1","1","P2016101900000002-0205"
"455848964","45584896401","P2016101900000002","100955","1","1","P2016101900000002-0442"
"455848964","45584896401","P2016101900000002","103421","1","1","P2016101900000002-0004"
"455848964","45584896401","P2016101900000002","117419","1","1","P2016101900000002-0456"
"455848964","45584896401","P2016101900000002","111143","1","1","P2016101900000002-0300"
"455848964","45584896401","P2016101900000002","114395","1","1","P2016101900000002-0081"
"455848964","45584896401","P2016101900000002","109513","1","1","P2016101900000002-0060"
"455848964","45584896401","P2016101900000002","111155","1","1","P2016101900000002-0084"
"455848964","45584896401","P2016101900000002","102609","1","1","P2016101900000002-0052"
"455848964","45584896401","P2016101900000002","114067","1","1","P2016101900000002-0187"
"455848964","45584896401","P2016101900000002","102595","1","1","P2016101900000002-0394"
"455848964","45584896401","P2016101900000002","100981","1","1","P2016101900000002-0145"
"455848964","45584896401","P2016101900000002","101325","1","1","P2016101900000002-0137"
"455848964","45584896401","P2016101900000002","114109","1","1","P2016101900000002-0378"
"455848964","45584896401","P2016101900000002","114573","1","1","P2016101900000002-0488"
"455848964","45584896401","P2016101900000002","109567","1","1","P2016101900000002-0310"
"455848964","45584896401","P2016101900000002","111049","1","1","P2016101900000002-0008"
"455848964","45584896401","P2016101900000002","100893","1","1","P2016101900000002-0462"
"455848964","45584896401","P2016101900000002","102557","1","1","P2016101900000002-0411"
"455848964","45584896401","P2016101900000002","105007","1","1","P2016101900000002-0486"
"455848964","45584896401","P2016101900000002","109433","1","1","P2016101900000002-0365"
"455848964","45584896401","P2016101900000002","102569","1","1","P2016101900000002-0416"
"455848964","45584896401","P2016101900000002","105371","1","1","P2016101900000002-0068"
"455848964","45584896401","P2016101900000002","111781","1","1","P2016101900000002-0279"
"455848964","45584896401","P2016101900000002","107279","1","1","P2016101900000002-0245"
"455848964","45584896401","P2016101900000002","113281","1","1","P2016101900000002-0360"
"455848964","45584896401","P2016101900000002","112963","1","1","P2016101900000002-0142"
"455848964","45584896401","P2016101900000002","113829","1","1","P2016101900000002-0391"
"455848964","45584896401","P2016101900000002","115353","1","1","P2016101900000002-0085"
"455848964","45584896401","P2016101900000002","110205","1","1","P2016101900000002-0335"
"455848964","45584896401","P2016101900000002","100887","1","1","P2016101900000002-0418"
"455848964","45584896401","P2016101900000002","100433","1","1","P2016101900000002-0392"
"455848964","45584896401","P2016101900000002","109443","1","1","P2016101900000002-0210"
"455848964","45584896401","P2016101900000002","105011","1","1","P2016101900000002-0463"
"455848964","45584896401","P2016101900000002","109429","1","1","P2016101900000002-0333"
"455848964","45584896401","P2016101900000002","111041","1","1","P2016101900000002-0204"
"455848964","45584896401","P2016101900000002","114961","1","1","P2016101900000002-0370"
"455848964","45584896401","P2016101900000002","113219","1","1","P2016101900000002-0286"
"455848964","45584896401","P2016101900000002","110379","1","1","P2016101900000002-0184"
"455848964","45584896401","P2016101900000002","109569","1","1","P2016101900000002-0103"
"455848964","45584896401","P2016101900000002","105329","1","1","P2016101900000002-0363"
"455848964","45584896401","P2016101900000002","109347","1","1","P2016101900000002-0061"
"455848964","45584896401","P2016101900000002","100985","1","1","P2016101900000002-0201"
"455848964","45584896401","P2016101900000002","113813","1","1","P2016101900000002-0278"
