"YYBM","PSDBM","PSDBH","YPBM","SCPH","CRKSL","PSDMXBH"
"PDY712164","PDY71216401","P2016101900000006","101471","1","1","P2016101900000006-0319"
"PDY712164","PDY71216401","P2016101900000006","108153","1","1","P2016101900000006-0390"
"PDY712164","PDY71216401","P2016101900000006","107277","1","1","P2016101900000006-0086"
"PDY712164","PDY71216401","P2016101900000006","108341","1","1","P2016101900000006-0424"
"PDY712164","PDY71216401","P2016101900000006","114937","1","1","P2016101900000006-0098"
"PDY712164","PDY71216401","P2016101900000006","111143","1","1","P2016101900000006-0064"
"PDY712164","PDY71216401","P2016101900000006","111685","1","1","P2016101900000006-0438"
"PDY712164","PDY71216401","P2016101900000006","100933","1","1","P2016101900000006-0225"
"PDY712164","PDY71216401","P2016101900000006","102597","1","1","P2016101900000006-0009"
"PDY712164","PDY71216401","P2016101900000006","107237","1","1","P2016101900000006-0460"
"PDY712164","PDY71216401","P2016101900000006","108187","1","1","P2016101900000006-0167"
"PDY712164","PDY71216401","P2016101900000006","100971","1","1","P2016101900000006-0421"
"PDY712164","PDY71216401","P2016101900000006","116307","1","1","P2016101900000006-0442"
"PDY712164","PDY71216401","P2016101900000006","104527","1","1","P2016101900000006-0314"
"PDY712164","PDY71216401","P2016101900000006","109567","1","1","P2016101900000006-0325"
"PDY712164","PDY71216401","P2016101900000006","100969","1","1","P2016101900000006-0226"
"PDY712164","PDY71216401","P2016101900000006","112703","1","1","P2016101900000006-0185"
"PDY712164","PDY71216401","P2016101900000006","101325","1","1","P2016101900000006-0492"
"PDY712164","PDY71216401","P2016101900000006","110199","1","1","P2016101900000006-0298"
"PDY712164","PDY71216401","P2016101900000006","106265","1","1","P2016101900000006-0316"
"PDY712164","PDY71216401","P2016101900000006","104525","1","1","P2016101900000006-0464"
"PDY712164","PDY71216401","P2016101900000006","111773","1","1","P2016101900000006-0398"
"PDY712164","PDY71216401","P2016101900000006","102603","1","1","P2016101900000006-0192"
"PDY712164","PDY71216401","P2016101900000006","106189","1","1","P2016101900000006-0307"
"PDY712164","PDY71216401","P2016101900000006","106219","1","1","P2016101900000006-0364"
"PDY712164","PDY71216401","P2016101900000006","104185","1","1","P2016101900000006-0297"
"PDY712164","PDY71216401","P2016101900000006","111535","1","1","P2016101900000006-0124"
"PDY712164","PDY71216401","P2016101900000006","101129","1","1","P2016101900000006-0060"
"PDY712164","PDY71216401","P2016101900000006","103427","1","1","P2016101900000006-0049"
"PDY712164","PDY71216401","P2016101900000006","100911","1","1","P2016101900000006-0006"
"PDY712164","PDY71216401","P2016101900000006","102583","1","1","P2016101900000006-0500"
"PDY712164","PDY71216401","P2016101900000006","101225","1","1","P2016101900000006-0038"
"PDY712164","PDY71216401","P2016101900000006","114197","1","1","P2016101900000006-0019"
"PDY712164","PDY71216401","P2016101900000006","109569","1","1","P2016101900000006-0312"
"PDY712164","PDY71216401","P2016101900000006","101209","1","1","P2016101900000006-0289"
"PDY712164","PDY71216401","P2016101900000006","117823","1","1","P2016101900000006-0187"
"PDY712164","PDY71216401","P2016101900000006","111733","1","1","P2016101900000006-0191"
"PDY712164","PDY71216401","P2016101900000006","114067","1","1","P2016101900000006-0311"
"PDY712164","PDY71216401","P2016101900000006","102579","1","1","P2016101900000006-0329"
"PDY712164","PDY71216401","P2016101900000006","113219","1","1","P2016101900000006-0294"
"PDY712164","PDY71216401","P2016101900000006","105015","1","1","P2016101900000006-0212"
"PDY712164","PDY71216401","P2016101900000006","109409","1","1","P2016101900000006-0389"
"PDY712164","PDY71216401","P2016101900000006","101117","1","1","P2016101900000006-0094"
"PDY712164","PDY71216401","P2016101900000006","100975","1","1","P2016101900000006-0102"
"PDY712164","PDY71216401","P2016101900000006","101119","1","1","P2016101900000006-0499"
"PDY712164","PDY71216401","P2016101900000006","115891","1","1","P2016101900000006-0158"
"PDY712164","PDY71216401","P2016101900000006","100955","1","1","P2016101900000006-0162"
"PDY712164","PDY71216401","P2016101900000006","117397","1","1","P2016101900000006-0231"
"PDY712164","PDY71216401","P2016101900000006","115381","1","1","P2016101900000006-0321"
"PDY712164","PDY71216401","P2016101900000006","104207","1","1","P2016101900000006-0265"
"PDY712164","PDY71216401","P2016101900000006","116359","1","1","P2016101900000006-0135"
"PDY712164","PDY71216401","P2016101900000006","106211","1","1","P2016101900000006-0455"
"PDY712164","PDY71216401","P2016101900000006","109513","1","1","P2016101900000006-0228"
"PDY712164","PDY71216401","P2016101900000006","117429","1","1","P2016101900000006-0182"
"PDY712164","PDY71216401","P2016101900000006","114359","1","1","P2016101900000006-0110"
"PDY712164","PDY71216401","P2016101900000006","114185","1","1","P2016101900000006-0352"
"PDY712164","PDY71216401","P2016101900000006","112369","1","1","P2016101900000006-0160"
"PDY712164","PDY71216401","P2016101900000006","115379","1","1","P2016101900000006-0457"
"PDY712164","PDY71216401","P2016101900000006","106203","1","1","P2016101900000006-0033"
"PDY712164","PDY71216401","P2016101900000006","106327","1","1","P2016101900000006-0104"
"PDY712164","PDY71216401","P2016101900000006","100979","1","1","P2016101900000006-0382"
"PDY712164","PDY71216401","P2016101900000006","111043","1","1","P2016101900000006-0429"
"PDY712164","PDY71216401","P2016101900000006","113201","1","1","P2016101900000006-0394"
"PDY712164","PDY71216401","P2016101900000006","101199","1","1","P2016101900000006-0401"
"PDY712164","PDY71216401","P2016101900000006","105603","1","1","P2016101900000006-0454"
"PDY712164","PDY71216401","P2016101900000006","111475","1","1","P2016101900000006-0249"
"PDY712164","PDY71216401","P2016101900000006","109455","1","1","P2016101900000006-0323"
"PDY712164","PDY71216401","P2016101900000006","113243","1","1","P2016101900000006-0089"
"PDY712164","PDY71216401","P2016101900000006","100004","1","1","P2016101900000006-0008"
"PDY712164","PDY71216401","P2016101900000006","102541","1","1","P2016101900000006-0470"
"PDY712164","PDY71216401","P2016101900000006","101139","1","1","P2016101900000006-0437"
"PDY712164","PDY71216401","P2016101900000006","117589","1","1","P2016101900000006-0267"
"PDY712164","PDY71216401","P2016101900000006","108505","1","1","P2016101900000006-0112"
"PDY712164","PDY71216401","P2016101900000006","115361","1","1","P2016101900000006-0076"
"PDY712164","PDY71216401","P2016101900000006","110381","1","1","P2016101900000006-0072"
"PDY712164","PDY71216401","P2016101900000006","106325","1","1","P2016101900000006-0405"
"PDY712164","PDY71216401","P2016101900000006","116323","1","1","P2016101900000006-0087"
"PDY712164","PDY71216401","P2016101900000006","112687","1","1","P2016101900000006-0338"
"PDY712164","PDY71216401","P2016101900000006","115359","1","1","P2016101900000006-0109"
"PDY712164","PDY71216401","P2016101900000006","105367","1","1","P2016101900000006-0022"
"PDY712164","PDY71216401","P2016101900000006","114927","1","1","P2016101900000006-0290"
"PDY712164","PDY71216401","P2016101900000006","101115","1","1","P2016101900000006-0278"
"PDY712164","PDY71216401","P2016101900000006","102587","1","1","P2016101900000006-0402"
"PDY712164","PDY71216401","P2016101900000006","102565","1","1","P2016101900000006-0412"
"PDY712164","PDY71216401","P2016101900000006","117587","1","1","P2016101900000006-0276"
"PDY712164","PDY71216401","P2016101900000006","111129","1","1","P2016101900000006-0430"
"PDY712164","PDY71216401","P2016101900000006","115369","1","1","P2016101900000006-0259"
"PDY712164","PDY71216401","P2016101900000006","108507","1","1","P2016101900000006-0376"
"PDY712164","PDY71216401","P2016101900000006","104161","1","1","P2016101900000006-0002"
"PDY712164","PDY71216401","P2016101900000006","108543","1","1","P2016101900000006-0242"
"PDY712164","PDY71216401","P2016101900000006","100008","1","1","P2016101900000006-0052"
