"YYBM","PSDBM","PSDBH","YPBM","SCPH","CRKSL","PSDMXBH"
"455755442","45575544201","P2016101900000008","114747","1","1","P2016101900000008-0021"
"455755442","45575544201","P2016101900000008","104121","1","1","P2016101900000008-0082"
"455755442","45575544201","P2016101900000008","112957","1","1","P2016101900000008-0161"
"455755442","45575544201","P2016101900000008","109407","1","1","P2016101900000008-0135"
"455755442","45575544201","P2016101900000008","100953","1","1","P2016101900000008-0360"
"455755442","45575544201","P2016101900000008","108549","1","1","P2016101900000008-0117"
"455755442","45575544201","P2016101900000008","106321","1","1","P2016101900000008-0190"
"455755442","45575544201","P2016101900000008","116363","1","1","P2016101900000008-0327"
"455755442","45575544201","P2016101900000008","112695","1","1","P2016101900000008-0126"
"455755442","45575544201","P2016101900000008","114919","1","1","P2016101900000008-0263"
"455755442","45575544201","P2016101900000008","113795","1","1","P2016101900000008-0197"
"455755442","45575544201","P2016101900000008","109513","1","1","P2016101900000008-0343"
"455755442","45575544201","P2016101900000008","101123","1","1","P2016101900000008-0020"
"455755442","45575544201","P2016101900000008","114369","1","1","P2016101900000008-0289"
"455755442","45575544201","P2016101900000008","100977","1","1","P2016101900000008-0394"
"455755442","45575544201","P2016101900000008","108255","1","1","P2016101900000008-0152"
"455755442","45575544201","P2016101900000008","113201","1","1","P2016101900000008-0476"
"455755442","45575544201","P2016101900000008","107235","1","1","P2016101900000008-0185"
"455755442","45575544201","P2016101900000008","114365","1","1","P2016101900000008-0225"
"455755442","45575544201","P2016101900000008","101443","1","1","P2016101900000008-0473"
"455755442","45575544201","P2016101900000008","105007","1","1","P2016101900000008-0330"
"455755442","45575544201","P2016101900000008","113829","1","1","P2016101900000008-0154"
"455755442","45575544201","P2016101900000008","104529","1","1","P2016101900000008-0274"
"455755442","45575544201","P2016101900000008","102613","1","1","P2016101900000008-0166"
"455755442","45575544201","P2016101900000008","106189","1","1","P2016101900000008-0337"
"455755442","45575544201","P2016101900000008","100979","1","1","P2016101900000008-0397"
"455755442","45575544201","P2016101900000008","117423","1","1","P2016101900000008-0008"
"455755442","45575544201","P2016101900000008","101454","1","1","P2016101900000008-0392"
"455755442","45575544201","P2016101900000008","117443","1","1","P2016101900000008-0220"
"455755442","45575544201","P2016101900000008","102595","1","1","P2016101900000008-0087"
"455755442","45575544201","P2016101900000008","117251","1","1","P2016101900000008-0336"
"455755442","45575544201","P2016101900000008","101121","1","1","P2016101900000008-0109"
"455755442","45575544201","P2016101900000008","116805","1","1","P2016101900000008-0209"
"455755442","45575544201","P2016101900000008","106133","1","1","P2016101900000008-0084"
"455755442","45575544201","P2016101900000008","115381","1","1","P2016101900000008-0157"
"455755442","45575544201","P2016101900000008","107233","1","1","P2016101900000008-0456"
"455755442","45575544201","P2016101900000008","114141","1","1","P2016101900000008-0174"
"455755442","45575544201","P2016101900000008","114757","1","1","P2016101900000008-0064"
"455755442","45575544201","P2016101900000008","104185","1","1","P2016101900000008-0143"
"455755442","45575544201","P2016101900000008","106187","1","1","P2016101900000008-0169"
"455755442","45575544201","P2016101900000008","113161","1","1","P2016101900000008-0011"
"455755442","45575544201","P2016101900000008","106225","1","1","P2016101900000008-0321"
"455755442","45575544201","P2016101900000008","105923","1","1","P2016101900000008-0057"
"455755442","45575544201","P2016101900000008","114134","1","1","P2016101900000008-0472"
"455755442","45575544201","P2016101900000008","105341","1","1","P2016101900000008-0304"
"455755442","45575544201","P2016101900000008","104545","1","1","P2016101900000008-0162"
"455755442","45575544201","P2016101900000008","100985","1","1","P2016101900000008-0380"
"455755442","45575544201","P2016101900000008","114971","1","1","P2016101900000008-0193"
"455755442","45575544201","P2016101900000008","113119","1","1","P2016101900000008-0132"
"455755442","45575544201","P2016101900000008","108519","1","1","P2016101900000008-0208"
"455755442","45575544201","P2016101900000008","112365","1","1","P2016101900000008-0411"
"455755442","45575544201","P2016101900000008","109457","1","1","P2016101900000008-0306"
"455755442","45575544201","P2016101900000008","100911","1","1","P2016101900000008-0177"
"455755442","45575544201","P2016101900000008","114317","1","1","P2016101900000008-0215"
"455755442","45575544201","P2016101900000008","105365","1","1","P2016101900000008-0339"
"455755442","45575544201","P2016101900000008","113243","1","1","P2016101900000008-0097"
"455755442","45575544201","P2016101900000008","111685","1","1","P2016101900000008-0096"
"455755442","45575544201","P2016101900000008","100007","1","1","P2016101900000008-0218"
"455755442","45575544201","P2016101900000008","116779","1","1","P2016101900000008-0195"
"455755442","45575544201","P2016101900000008","108219","1","1","P2016101900000008-0386"
"455755442","45575544201","P2016101900000008","101199","1","1","P2016101900000008-0010"
"455755442","45575544201","P2016101900000008","108115","1","1","P2016101900000008-0295"
"455755442","45575544201","P2016101900000008","107287","1","1","P2016101900000008-0237"
"455755442","45575544201","P2016101900000008","116351","1","1","P2016101900000008-0400"
"455755442","45575544201","P2016101900000008","117429","1","1","P2016101900000008-0149"
"455755442","45575544201","P2016101900000008","115359","1","1","P2016101900000008-0150"
"455755442","45575544201","P2016101900000008","109403","1","1","P2016101900000008-0230"
"455755442","45575544201","P2016101900000008","108109","1","1","P2016101900000008-0323"
